Date,Num_Children,Food_Remaining,Daily_Need,Food_Used,Donation_Amount,Expense_Total,Budget_Left,Food_Shortage,Suggested_Purchase,Quantity_To_Buy,Estimated_Cost,Emergency_Event,Medical_Treatment,Medical_Cost,Utility_Type,Utility_Cost,Staff_On_Duty,Notes,Food_Per_Child,Donation_Per_Child,Budget_Per_Child,Cost_Per_Child,Food_Shortage_Per_Child,Remaining_Days_Covered,Emergency_Flag,Medical_Flag,High_Utility_Cost,Daily_Status
2023-04-08,95,68,95,22,187153,27071,160082,27,Maize Flour,27,45063,Water Shortage,None,0,Water,57697,9,Check food/donations,0.23,1970.03,1685.07,892.29,0.28,0.72,1,0,1,Warning
2021-01-09,38,32,38,32,43705,50062,-6357,6,Rice,6,10836,None,None,0,Gas,24092,4,Check food/donations,0.84,1150.13,-167.29,1951.42,0.16,0.84,0,0,0,Warning
2019-03-02,29,22,29,20,122204,48555,73649,7,Beans,7,11536,None,None,0,Water,33782,3,Check food/donations,0.69,4213.93,2539.62,2839.21,0.24,0.76,0,0,0,Warning
2011-10-05,32,54,32,54,155862,34921,120941,0,None,0,0,None,None,0,Electricity,30710,10,Stable,1.69,4870.69,3779.41,2050.97,0.0,1.69,0,0,0,Good
2017-11-27,78,43,78,43,106006,93207,12799,35,Maize Flour,35,72310,Sickness,None,0,Gas,36324,6,Check food/donations,0.55,1359.05,164.09,1660.65,0.45,0.55,1,0,0,Warning
2011-04-07,84,56,84,56,105670,129950,-24280,28,Rice,28,43792,Power Outage,Malaria,33243,Gas,18621,10,Check food/donations,0.67,1257.98,-289.05,2164.45,0.33,0.67,1,1,0,Warning
2015-05-08,70,70,70,49,138408,103590,34818,0,None,0,0,None,None,0,Internet,32191,9,Stable,0.7,1977.26,497.4,1939.73,0.0,1.0,0,0,0,Good
2024-09-01,97,98,97,38,46719,119143,-72424,0,None,0,0,Power Outage,None,0,Electricity,59957,9,Check food/donations,0.39,481.64,-746.64,1846.39,0.0,1.01,1,0,1,Warning
2013-07-09,72,38,72,38,175256,127612,47644,34,Rice,34,59092,None,Fever,24339,Water,35645,3,Check food/donations,0.53,2434.11,661.72,2605.5,0.47,0.53,0,1,0,Warning
2020-10-27,21,17,21,17,127948,87269,40679,4,Rice,4,9000,None,None,0,Internet,53135,8,Check food/donations,0.81,6092.76,1937.1,6685.9,0.19,0.81,0,0,1,Critical
2011-04-21,40,21,40,21,172733,102447,70286,19,Rice,19,46056,Fire,Fever,17872,Gas,17818,7,Check food/donations,0.53,4318.32,1757.15,3453.43,0.47,0.53,1,1,0,Warning
2012-07-30,79,77,79,13,141852,98254,43598,2,Rice,2,3408,None,Fever,8827,Electricity,46861,4,Check food/donations,0.16,1795.59,551.87,1948.63,0.03,0.97,0,1,1,Warning
2011-12-07,85,32,85,23,41719,37331,4388,53,Vegetables,53,98686,None,Flu,16415,Gas,31716,7,Check food/donations,0.27,490.81,51.62,1005.44,0.62,0.38,0,1,0,Warning
2021-08-13,69,97,69,19,7745,29430,-21685,0,None,0,0,None,None,0,Internet,56402,8,Check food/donations,0.28,112.25,-314.28,1243.94,0.0,1.41,0,0,1,Critical
2018-01-30,69,102,69,11,123882,50189,73693,0,None,0,0,None,None,0,Electricity,29504,6,Stable,0.16,1795.39,1068.01,1154.97,0.0,1.48,0,0,0,Good
2015-10-21,80,89,80,63,2865,143555,-140690,0,None,0,0,Power Outage,None,0,Electricity,57484,9,Check food/donations,0.79,35.81,-1758.62,2512.99,0.0,1.11,1,0,1,Warning
2023-07-03,99,55,99,29,89491,66952,22539,44,Vegetables,44,77924,Water Shortage,None,0,Gas,27673,6,Check food/donations,0.29,903.95,227.67,955.81,0.44,0.56,1,0,0,Warning
2015-05-16,27,52,27,52,35819,74348,-38529,0,None,0,0,None,None,0,Gas,38586,5,Check food/donations,1.93,1326.63,-1427.0,4182.74,0.0,1.93,0,0,0,Critical
2016-04-23,29,87,29,18,154602,68596,86006,0,None,0,0,None,None,0,Water,53532,6,Stable,0.62,5331.1,2965.72,4211.31,0.0,3.0,0,0,1,Good
2011-08-28,49,39,49,39,49930,38173,11757,10,Rice,10,19140,None,None,0,Electricity,50473,6,Check food/donations,0.8,1018.98,239.94,1809.1,0.2,0.8,0,0,1,Warning
2019-06-13,34,42,34,42,15431,133640,-118209,0,None,0,0,None,None,0,Internet,52477,8,Check food/donations,1.24,453.85,-3476.74,5474.03,0.0,1.24,0,0,1,Critical
2013-11-07,74,51,74,40,83982,102081,-18099,23,Vegetables,23,56856,None,None,0,Electricity,38060,10,Check food/donations,0.54,1134.89,-244.58,1893.8,0.31,0.69,0,0,0,Warning
2010-12-11,56,87,56,57,186319,148695,37624,0,None,0,0,None,Fever,3422,Internet,18201,10,Stable,1.02,3327.12,671.86,3041.39,0.0,1.55,0,1,0,Warning
2021-03-09,51,20,51,20,105235,79522,25713,31,Rice,31,70153,Sickness,None,0,Internet,52464,8,Check food/donations,0.39,2063.43,504.18,2587.96,0.61,0.39,1,0,1,Warning
2024-11-18,57,100,57,16,129390,128150,1240,0,None,0,0,Water Shortage,None,0,Electricity,47051,4,Stable,0.28,2270.0,21.75,3073.7,0.0,1.75,1,0,1,Warning
2018-08-21,60,103,60,73,26555,111314,-84759,0,None,0,0,Fire,None,0,Water,55519,8,Check food/donations,1.22,442.58,-1412.65,2780.55,0.0,1.72,1,0,1,Warning
2024-07-05,41,27,41,27,10218,85891,-75673,14,Vegetables,14,30254,Water Shortage,None,0,Water,40438,7,Check food/donations,0.66,249.22,-1845.68,3081.2,0.34,0.66,1,0,1,Warning
2015-12-26,40,96,40,14,50520,15851,34669,0,None,0,0,None,None,0,Internet,28371,4,Stable,0.35,1263.0,866.73,1105.55,0.0,2.4,0,0,0,Good
2015-10-24,77,79,77,36,103678,120825,-17147,0,None,0,0,None,None,0,Gas,31160,9,Check food/donations,0.47,1346.47,-222.69,1973.83,0.0,1.03,0,0,0,Critical
2021-10-29,70,57,70,57,52789,140333,-87544,13,Rice,13,27300,None,Fever,12773,Water,53971,9,Check food/donations,0.81,754.13,-1250.63,2958.24,0.19,0.81,0,1,1,Warning
2021-01-09,53,43,53,43,159905,64575,95330,10,Beans,10,24770,None,None,0,Electricity,29628,9,Check food/donations,0.81,3017.08,1798.68,1777.42,0.19,0.81,0,0,0,Warning
2020-11-06,47,43,47,35,43860,89315,-45455,4,Rice,4,7120,None,None,0,Electricity,27331,6,Check food/donations,0.74,933.19,-967.13,2481.83,0.09,0.91,0,0,0,Critical
2018-07-11,81,107,81,76,60343,90211,-29868,0,None,0,0,Fire,Malaria,30265,Gas,32089,9,Check food/donations,0.94,744.98,-368.74,1883.52,0.0,1.32,1,1,0,Warning
2022-12-09,62,58,62,10,54532,17671,36861,4,Beans,4,8408,None,Diarrhea,1017,Internet,46448,9,Check food/donations,0.16,879.55,594.53,1050.58,0.06,0.94,0,1,1,Warning
2016-05-28,33,31,33,31,130674,101001,29673,2,Maize Flour,2,4586,None,None,0,Gas,52453,9,Check food/donations,0.94,3959.82,899.18,4650.12,0.06,0.94,0,0,1,Critical
2017-10-04,80,39,80,13,89960,112962,-23002,41,Rice,41,80032,Fire,Fever,34699,Electricity,17177,9,Check food/donations,0.16,1124.5,-287.52,2060.47,0.51,0.49,1,1,0,Warning
2010-05-27,37,79,37,21,128393,146426,-18033,0,None,0,0,None,None,0,Gas,26620,10,Check food/donations,0.57,3470.08,-487.38,4676.92,0.0,2.14,0,0,0,Critical
2010-02-25,51,14,51,14,112031,145535,-33504,37,Beans,37,87098,None,None,0,Water,40703,7,Check food/donations,0.27,2196.69,-656.94,3651.73,0.73,0.27,0,0,1,Warning
2020-04-27,27,101,27,15,148350,55584,92766,0,None,0,0,None,None,0,Electricity,44843,6,Stable,0.56,5494.44,3435.78,3719.52,0.0,3.74,0,0,1,Good
2020-10-09,88,74,88,24,115157,67673,47484,14,Maize Flour,14,23366,None,None,0,Gas,21152,10,Check food/donations,0.27,1308.6,539.59,1009.38,0.16,0.84,0,0,0,Warning
2022-01-02,66,55,66,43,143851,120507,23344,11,Maize Flour,11,20911,None,None,0,Electricity,36564,3,Check food/donations,0.65,2179.56,353.7,2379.86,0.17,0.83,0,0,0,Warning
2020-10-03,89,69,89,11,191575,27895,163680,20,Rice,20,38620,Water Shortage,None,0,Electricity,30926,8,Check food/donations,0.12,2152.53,1839.1,660.91,0.22,0.78,1,0,0,Warning
2012-07-24,20,117,20,9,32865,111640,-78775,0,None,0,0,Sickness,Fever,10359,Internet,56983,8,Check food/donations,0.45,1643.25,-3938.75,8949.1,0.0,5.85,1,1,1,Warning
2011-10-14,82,106,82,56,166919,84297,82622,0,None,0,0,None,None,0,Electricity,56363,8,Stable,0.68,2035.6,1007.59,1715.37,0.0,1.29,0,0,1,Good
2012-11-20,81,47,81,47,186071,89350,96721,34,Maize Flour,34,66606,None,Malaria,7140,Gas,22036,6,Check food/donations,0.58,2297.17,1194.09,1463.28,0.42,0.58,0,1,0,Warning
2016-02-10,20,12,20,10,175454,117084,58370,8,Rice,8,13656,None,Malaria,27902,Gas,30803,9,Check food/donations,0.5,8772.7,2918.5,8789.45,0.4,0.6,0,1,0,Warning
2013-12-20,58,99,58,12,174792,106205,68587,0,None,0,0,None,Flu,6104,Electricity,40295,10,Stable,0.21,3013.66,1182.53,2631.1,0.0,1.71,0,1,1,Warning
2019-03-11,72,88,72,9,32315,58531,-26216,0,None,0,0,Fire,None,0,Gas,55281,5,Check food/donations,0.12,448.82,-364.11,1580.72,0.0,1.22,1,0,1,Warning
2023-06-04,77,11,77,11,57131,117431,-60300,66,Maize Flour,66,149820,Water Shortage,Fever,16359,Gas,15616,7,Check food/donations,0.14,741.96,-783.12,1940.34,0.86,0.14,1,1,0,Warning
2021-09-20,65,63,65,31,88632,28232,60400,2,Vegetables,2,4582,None,Fever,26669,Internet,38783,5,Check food/donations,0.48,1363.57,929.23,1441.29,0.03,0.97,0,1,0,Warning
2016-03-11,79,36,79,18,2238,147923,-145685,43,Beans,43,67338,Power Outage,Diarrhea,2161,Electricity,48462,5,Check food/donations,0.23,28.33,-1844.11,2513.24,0.54,0.46,1,1,1,Warning
2013-04-29,35,108,35,27,125392,111579,13813,0,None,0,0,None,None,0,Internet,58513,4,Stable,0.77,3582.63,394.66,4859.77,0.0,3.09,0,0,1,Critical
2019-10-28,34,96,34,16,29530,140943,-111413,0,None,0,0,None,None,0,Water,15860,3,Check food/donations,0.47,868.53,-3276.85,4611.85,0.0,2.82,0,0,0,Critical
2016-10-08,68,21,68,21,40555,134094,-93539,47,Beans,47,100392,Fire,None,0,Gas,29879,4,Check food/donations,0.31,596.4,-1375.57,2411.37,0.69,0.31,1,0,0,Warning
2015-08-24,95,68,95,10,108684,135308,-26624,27,Vegetables,27,63612,None,None,0,Internet,56499,6,Check food/donations,0.11,1144.04,-280.25,2019.02,0.28,0.72,0,0,1,Warning
2022-08-10,71,35,71,13,164168,107113,57055,36,Beans,36,63540,None,None,0,Gas,51083,8,Check food/donations,0.18,2312.23,803.59,2228.11,0.51,0.49,0,0,1,Warning
2011-04-12,71,104,71,62,189585,25784,163801,0,None,0,0,None,Malaria,25588,Electricity,28459,4,Stable,0.87,2670.21,2307.06,1124.38,0.0,1.46,0,1,0,Warning
2016-02-19,59,47,59,47,126791,126693,98,12,Rice,12,24012,Fire,Fever,5843,Electricity,28989,6,Check food/donations,0.8,2149.0,1.66,2737.71,0.2,0.8,1,1,0,Warning
2023-01-23,60,113,60,28,120944,138730,-17786,0,None,0,0,Sickness,None,0,Internet,42579,6,Check food/donations,0.47,2015.73,-296.43,3021.82,0.0,1.88,1,0,1,Warning
2021-12-16,87,9,87,6,184459,130100,54359,78,Rice,78,151242,Water Shortage,None,0,Water,53926,6,Check food/donations,0.07,2120.22,624.82,2115.24,0.9,0.1,1,0,1,Warning
2022-12-03,49,38,49,38,4737,29521,-24784,11,Rice,11,17435,Power Outage,Fever,19216,Electricity,26191,6,Check food/donations,0.78,96.67,-505.8,1529.14,0.22,0.78,1,1,0,Warning
2024-02-17,59,85,59,77,192119,103737,88382,0,None,0,0,None,Fever,26035,Gas,31449,6,Stable,1.31,3256.25,1498.0,2732.56,0.0,1.44,0,1,0,Warning
2011-08-09,60,17,60,17,27211,44074,-16863,43,Maize Flour,43,67080,Power Outage,None,0,Electricity,28335,6,Check food/donations,0.28,453.52,-281.05,1206.82,0.72,0.28,1,0,0,Warning
2016-10-23,30,114,30,26,180749,55101,125648,0,None,0,0,None,None,0,Internet,35070,9,Stable,0.87,6024.97,4188.27,3005.7,0.0,3.8,0,0,0,Good
2011-01-08,59,104,59,79,130089,31087,99002,0,None,0,0,None,None,0,Gas,23135,10,Stable,1.34,2204.9,1678.0,919.02,0.0,1.76,0,0,0,Good
2021-10-17,99,104,99,42,24686,15115,9571,0,None,0,0,None,Fever,4752,Gas,37925,3,Stable,0.42,249.35,96.68,583.76,0.0,1.05,0,1,0,Warning
2019-10-29,74,98,74,14,32011,140889,-108878,0,None,0,0,None,Malaria,8297,Electricity,26274,10,Check food/donations,0.19,432.58,-1471.32,2371.08,0.0,1.32,0,1,0,Warning
2015-03-06,23,66,23,66,165376,41775,123601,0,None,0,0,None,Fever,12669,Water,59292,7,Stable,2.87,7190.26,5373.96,4945.04,0.0,2.87,0,1,1,Warning
2019-06-08,36,28,36,28,82233,44499,37734,8,Maize Flour,8,14112,None,None,0,Water,55659,10,Check food/donations,0.78,2284.25,1048.17,2782.17,0.22,0.78,0,0,1,Warning
2021-01-14,54,18,54,18,69038,32162,36876,36,Rice,36,65304,Power Outage,Malaria,16315,Water,29041,6,Check food/donations,0.33,1278.48,682.89,1435.52,0.67,0.33,1,1,0,Warning
2020-09-18,77,80,77,22,22052,98511,-76459,0,None,0,0,Fire,None,0,Gas,31246,9,Check food/donations,0.29,286.39,-992.97,1685.16,0.0,1.04,1,0,0,Warning
2012-04-08,29,88,29,36,123629,107201,16428,0,None,0,0,None,None,0,Electricity,39449,7,Stable,1.24,4263.07,566.48,5056.9,0.0,3.03,0,0,0,Critical
2018-04-13,70,24,70,24,99436,54760,44676,46,Rice,46,93656,None,None,0,Internet,43943,5,Check food/donations,0.34,1420.51,638.23,1410.04,0.66,0.34,0,0,1,Warning
2016-08-01,72,47,72,47,109625,138610,-28985,25,Vegetables,25,52750,Water Shortage,None,0,Electricity,41839,4,Check food/donations,0.65,1522.57,-402.57,2506.24,0.35,0.65,1,0,1,Warning
2015-10-05,95,60,95,60,155796,142702,13094,35,Vegetables,35,58415,Power Outage,None,0,Electricity,33730,10,Check food/donations,0.63,1639.96,137.83,1857.18,0.37,0.63,1,0,0,Warning
2011-06-06,58,15,58,15,51541,86729,-35188,43,Beans,43,65661,Sickness,None,0,Gas,35066,5,Check food/donations,0.26,888.64,-606.69,2099.91,0.74,0.26,1,0,0,Warning
2018-04-12,57,95,57,54,17455,137550,-120095,0,None,0,0,Sickness,None,0,Internet,16318,7,Check food/donations,0.95,306.23,-2106.93,2699.44,0.0,1.67,1,0,0,Warning
2015-09-12,46,63,46,11,103627,86632,16995,0,None,0,0,None,None,0,Internet,17238,10,Stable,0.24,2252.76,369.46,2258.04,0.0,1.37,0,0,0,Critical
2015-12-18,50,112,50,11,66400,96904,-30504,0,None,0,0,None,None,0,Gas,25346,9,Check food/donations,0.22,1328.0,-610.08,2445.0,0.0,2.24,0,0,0,Critical
2012-01-05,29,7,29,7,38701,147682,-108981,22,Maize Flour,22,39292,None,None,0,Water,58889,3,Check food/donations,0.24,1334.52,-3757.97,7123.14,0.76,0.24,0,0,1,Warning
2022-04-10,50,117,50,23,168894,117967,50927,0,None,0,0,None,None,0,Electricity,46760,6,Stable,0.46,3377.88,1018.54,3294.54,0.0,2.34,0,0,1,Good
2019-01-30,28,120,28,24,7847,23788,-15941,0,None,0,0,None,Fever,15217,Electricity,58947,9,Check food/donations,0.86,280.25,-569.32,3498.29,0.0,4.29,0,1,1,Warning
2023-08-18,31,106,31,68,98857,114832,-15975,0,None,0,0,Water Shortage,None,0,Gas,40789,9,Check food/donations,2.19,3188.94,-515.32,5020.03,0.0,3.42,1,0,1,Warning
2012-08-24,40,9,40,9,188757,44608,144149,31,Vegetables,31,62899,Power Outage,Malaria,33530,Electricity,29533,7,Check food/donations,0.23,4718.93,3603.72,2691.78,0.78,0.23,1,1,0,Warning
2012-09-27,95,109,95,78,138688,52647,86041,0,None,0,0,None,None,0,Internet,30441,9,Stable,0.82,1459.87,905.69,874.61,0.0,1.15,0,0,0,Good
2023-07-22,68,97,68,44,39590,15441,24149,0,None,0,0,None,None,0,Gas,25867,6,Stable,0.65,582.21,355.13,607.47,0.0,1.43,0,0,0,Critical
2012-02-05,50,85,50,78,44521,141086,-96565,0,None,0,0,None,None,0,Gas,17159,6,Check food/donations,1.56,890.42,-1931.3,3164.9,0.0,1.7,0,0,0,Critical
2021-10-27,33,117,33,42,105909,140261,-34352,0,None,0,0,None,None,0,Water,35988,4,Check food/donations,1.27,3209.36,-1040.97,5340.88,0.0,3.55,0,0,0,Critical
2017-05-12,55,43,55,43,75989,32297,43692,12,Rice,12,24132,Water Shortage,Malaria,13184,Gas,38582,8,Check food/donations,0.78,1381.62,794.4,1528.42,0.22,0.78,1,1,0,Warning
2020-10-12,78,66,78,13,124495,50530,73965,12,Beans,12,24204,Sickness,None,0,Internet,30462,3,Check food/donations,0.17,1596.09,948.27,1038.36,0.15,0.85,1,0,0,Warning
2012-01-21,50,104,50,36,1077,96262,-95185,0,None,0,0,Water Shortage,None,0,Electricity,16737,8,Check food/donations,0.72,21.54,-1903.7,2259.98,0.0,2.08,1,0,0,Warning
2024-09-23,29,17,29,17,160850,17534,143316,12,Vegetables,12,28716,Water Shortage,None,0,Internet,15966,10,Check food/donations,0.59,5546.55,4941.93,1155.17,0.41,0.59,1,0,0,Warning
2014-12-05,35,64,35,35,19156,109263,-90107,0,None,0,0,None,None,0,Electricity,46955,8,Check food/donations,1.0,547.31,-2574.49,4463.37,0.0,1.83,0,0,1,Critical
2010-09-30,34,102,34,20,70676,94807,-24131,0,None,0,0,Water Shortage,Malaria,29272,Water,29761,6,Check food/donations,0.59,2078.71,-709.74,4524.71,0.0,3.0,1,1,0,Warning
2015-08-28,41,61,41,61,105132,95703,9429,0,None,0,0,Water Shortage,Diarrhea,10228,Electricity,55390,6,Stable,1.49,2564.2,229.98,3934.66,0.0,1.49,1,1,1,Warning
2020-12-11,78,69,78,49,128747,119691,9056,9,Rice,9,16164,None,Flu,4328,Internet,31897,7,Check food/donations,0.63,1650.6,116.1,1998.92,0.12,0.88,0,1,0,Warning
2017-01-31,74,54,74,54,188390,89100,99290,20,Beans,20,39580,Water Shortage,None,0,Internet,20250,10,Check food/donations,0.73,2545.81,1341.76,1477.7,0.27,0.73,1,0,0,Warning
2024-08-16,59,32,59,32,4329,111551,-107222,27,Vegetables,27,52218,None,Flu,24101,Water,16171,10,Check food/donations,0.54,73.37,-1817.32,2573.27,0.46,0.54,0,1,0,Warning
2010-08-21,69,113,69,57,87676,115860,-28184,0,None,0,0,None,Malaria,2720,Internet,51220,8,Check food/donations,0.83,1270.67,-408.46,2460.87,0.0,1.64,0,1,1,Warning
2018-07-15,24,54,24,46,137706,22941,114765,0,None,0,0,None,None,0,Gas,46596,8,Stable,1.92,5737.75,4781.88,2897.38,0.0,2.25,0,0,1,Good
2012-06-10,100,94,100,67,82795,141905,-59110,6,Maize Flour,6,12606,Sickness,None,0,Internet,48206,5,Check food/donations,0.67,827.95,-591.1,1901.11,0.06,0.94,1,0,1,Warning
2021-04-05,58,85,58,16,49905,27913,21992,0,None,0,0,None,None,0,Electricity,20143,4,Stable,0.28,860.43,379.17,828.55,0.0,1.47,0,0,0,Critical
2019-07-23,70,11,70,11,22552,135291,-112739,59,Maize Flour,59,113398,Sickness,None,0,Water,39845,6,Check food/donations,0.16,322.17,-1610.56,2501.94,0.84,0.16,1,0,0,Warning
2019-09-18,95,43,95,43,100284,62401,37883,52,Maize Flour,52,80912,Sickness,None,0,Water,20736,6,Check food/donations,0.45,1055.62,398.77,875.13,0.55,0.45,1,0,0,Warning
2016-08-31,61,94,61,22,54317,26018,28299,0,None,0,0,None,Malaria,8904,Internet,58602,6,Stable,0.36,890.44,463.92,1533.18,0.0,1.54,0,1,1,Warning
2013-02-12,86,87,86,9,1110,81972,-80862,0,None,0,0,None,Fever,19306,Electricity,22269,10,Check food/donations,0.1,12.91,-940.26,1436.59,0.0,1.01,0,1,0,Warning
2022-03-04,78,89,78,70,27378,132158,-104780,0,None,0,0,Water Shortage,Fever,20545,Gas,33704,10,Check food/donations,0.9,351.0,-1343.33,2389.83,0.0,1.14,1,1,0,Warning
2024-03-28,49,67,49,18,192572,48679,143893,0,None,0,0,None,None,0,Water,50757,7,Stable,0.37,3930.04,2936.59,2029.31,0.0,1.37,0,0,1,Good
2013-10-01,21,63,21,34,91373,140419,-49046,0,None,0,0,Water Shortage,None,0,Internet,50058,8,Check food/donations,1.62,4351.1,-2335.52,9070.33,0.0,3.0,1,0,1,Warning
2020-10-31,95,6,95,6,4830,61163,-56333,89,Vegetables,89,220008,Power Outage,None,0,Internet,26830,6,Check food/donations,0.06,50.84,-592.98,926.24,0.94,0.06,1,0,0,Warning
2014-12-22,86,63,86,63,125405,102052,23353,23,Beans,23,44436,Power Outage,None,0,Internet,24253,10,Check food/donations,0.73,1458.2,271.55,1468.66,0.27,0.73,1,0,0,Warning
2013-12-03,59,62,59,52,138906,17223,121683,0,None,0,0,None,None,0,Gas,24175,8,Stable,0.88,2354.34,2062.42,701.66,0.0,1.05,0,0,0,Good
2023-05-31,38,34,38,20,48512,104513,-56001,4,Maize Flour,4,7376,None,None,0,Internet,46195,7,Check food/donations,0.53,1276.63,-1473.71,3966.0,0.11,0.89,0,0,1,Critical
2019-03-24,76,101,76,47,188468,57614,130854,0,None,0,0,None,None,0,Electricity,51160,4,Stable,0.62,2479.84,1721.76,1431.24,0.0,1.33,0,0,1,Good
2024-11-01,71,14,71,14,158563,145709,12854,57,Beans,57,104082,Water Shortage,Flu,19004,Internet,47649,9,Check food/donations,0.2,2233.28,181.04,2991.01,0.8,0.2,1,1,1,Warning
2015-12-15,51,86,51,6,157361,105836,51525,0,None,0,0,None,None,0,Electricity,42910,7,Stable,0.12,3085.51,1010.29,2916.59,0.0,1.69,0,0,1,Good
2011-10-28,51,51,51,51,69981,82547,-12566,0,None,0,0,Sickness,Fever,8035,Water,49685,6,Check food/donations,1.0,1372.18,-246.39,2750.33,0.0,1.0,1,1,1,Warning
2022-10-11,88,41,88,22,65024,141372,-76348,47,Rice,47,93906,None,None,0,Water,51908,5,Check food/donations,0.25,738.91,-867.59,2196.36,0.53,0.47,0,0,1,Warning
2010-11-23,87,86,87,74,124092,126093,-2001,1,Rice,1,1836,Power Outage,Flu,19500,Internet,35008,9,Check food/donations,0.85,1426.34,-23.0,2075.87,0.01,0.99,1,1,0,Warning
2017-05-13,84,115,84,5,105069,26080,78989,0,None,0,0,None,None,0,Gas,25575,10,Stable,0.06,1250.82,940.35,614.94,0.0,1.37,0,0,0,Good
2015-11-01,56,109,56,76,110450,30161,80289,0,None,0,0,None,None,0,Electricity,23194,10,Stable,1.36,1972.32,1433.73,952.77,0.0,1.95,0,0,0,Good
2017-06-18,22,28,22,28,68698,123612,-54914,0,None,0,0,Water Shortage,None,0,Electricity,39962,6,Check food/donations,1.27,3122.64,-2496.09,7435.18,0.0,1.27,1,0,0,Warning
2021-01-03,47,35,47,18,32362,136360,-103998,12,Rice,12,22656,None,None,0,Gas,26986,6,Check food/donations,0.38,688.55,-2212.72,3475.45,0.26,0.74,0,0,0,Warning
2022-09-01,80,51,80,48,95769,92301,3468,29,Maize Flour,29,55187,Power Outage,None,0,Gas,31240,10,Check food/donations,0.6,1197.11,43.35,1544.26,0.36,0.64,1,0,0,Warning
2022-04-20,94,104,94,48,103749,148450,-44701,0,None,0,0,Power Outage,None,0,Electricity,28027,3,Check food/donations,0.51,1103.71,-475.54,1877.41,0.0,1.11,1,0,0,Warning
2011-05-17,66,113,66,26,66296,95161,-28865,0,None,0,0,None,None,0,Electricity,19590,7,Check food/donations,0.39,1004.48,-437.35,1738.65,0.0,1.71,0,0,0,Critical
2024-06-03,88,36,88,10,130907,58130,72777,52,Rice,52,79248,Water Shortage,Fever,29037,Water,38544,5,Check food/donations,0.11,1487.58,827.01,1428.53,0.59,0.41,1,1,0,Warning
2017-11-11,59,99,59,64,174061,100358,73703,0,None,0,0,None,None,0,Electricity,51109,7,Stable,1.08,2950.19,1249.2,2567.24,0.0,1.68,0,0,1,Good
2018-12-28,23,46,23,46,4664,121646,-116982,0,None,0,0,Power Outage,Malaria,13535,Electricity,47426,6,Check food/donations,2.0,202.78,-5086.17,7939.43,0.0,2.0,1,1,1,Warning
2016-06-26,65,7,65,7,66884,85592,-18708,58,Rice,58,132530,Power Outage,None,0,Gas,24894,10,Check food/donations,0.11,1028.98,-287.82,1699.78,0.89,0.11,1,0,0,Warning
2018-02-26,67,90,67,29,114461,132162,-17701,0,None,0,0,None,None,0,Gas,21190,8,Check food/donations,0.43,1708.37,-264.19,2288.84,0.0,1.34,0,0,0,Critical
2014-08-14,61,45,61,45,117223,118325,-1102,16,Maize Flour,16,37600,None,None,0,Water,21515,6,Check food/donations,0.74,1921.69,-18.07,2292.46,0.26,0.74,0,0,0,Warning
2021-05-13,91,81,91,29,144043,38706,105337,10,Maize Flour,10,20910,None,None,0,Electricity,48211,3,Check food/donations,0.32,1582.89,1157.55,955.13,0.11,0.89,0,0,1,Warning
2024-04-13,69,120,69,73,140625,26254,114371,0,None,0,0,None,None,0,Water,17841,10,Stable,1.06,2038.04,1657.55,639.06,0.0,1.74,0,0,0,Good
2020-05-30,40,103,40,58,109786,45875,63911,0,None,0,0,None,None,0,Internet,29530,3,Stable,1.45,2744.65,1597.78,1885.12,0.0,2.58,0,0,0,Good
2022-04-16,48,31,48,31,159775,133951,25824,17,Beans,17,41548,None,None,0,Gas,19809,10,Check food/donations,0.65,3328.65,538.0,3203.33,0.35,0.65,0,0,0,Warning
2023-08-26,54,48,54,34,167733,98240,69493,6,Maize Flour,6,12486,None,None,0,Internet,50124,9,Check food/donations,0.63,3106.17,1286.91,2747.48,0.11,0.89,0,0,1,Warning
2019-02-21,49,24,49,24,187328,54604,132724,25,Maize Flour,25,59525,None,None,0,Water,24049,6,Check food/donations,0.49,3823.02,2708.65,1605.16,0.51,0.49,0,0,0,Warning
2012-10-13,38,31,38,31,96913,56080,40833,7,Maize Flour,7,13804,None,Malaria,28713,Internet,15339,5,Check food/donations,0.82,2550.34,1074.55,2635.05,0.18,0.82,0,1,0,Warning
2023-02-08,80,89,80,27,111450,32352,79098,0,None,0,0,None,None,0,Internet,45843,4,Stable,0.34,1393.12,988.73,977.44,0.0,1.11,0,0,1,Good
2016-07-08,60,18,60,18,56585,102074,-45489,42,Rice,42,90048,Water Shortage,None,0,Electricity,33954,5,Check food/donations,0.3,943.08,-758.15,2267.13,0.7,0.3,1,0,0,Warning
2010-11-09,94,110,94,36,71139,24926,46213,0,None,0,0,None,None,0,Electricity,51107,3,Stable,0.38,756.8,491.63,808.86,0.0,1.17,0,0,1,Good
2012-07-08,41,67,41,67,3365,100128,-96763,0,None,0,0,Power Outage,None,0,Gas,33999,3,Check food/donations,1.63,82.07,-2360.07,3271.39,0.0,1.63,1,0,0,Warning
2019-08-23,21,66,21,38,67723,129767,-62044,0,None,0,0,Water Shortage,None,0,Gas,17246,8,Check food/donations,1.81,3224.9,-2954.48,7000.62,0.0,3.14,1,0,0,Warning
2010-09-08,32,67,32,5,142877,117594,25283,0,None,0,0,None,None,0,Water,45897,10,Stable,0.16,4464.91,790.09,5109.09,0.0,2.09,0,0,1,Critical
