Date,Num_Children,Food_Remaining,Daily_Need,Food_Used,Donation_Amount,Expense_Total,Budget_Left,Food_Shortage,Suggested_Purchase,Quantity_To_Buy,Estimated_Cost,Emergency_Event,Medical_Treatment,Medical_Cost,Utility_Type,Utility_Cost,Staff_On_Duty,Notes,Food_Per_Child,Donation_Per_Child,Budget_Per_Child,Cost_Per_Child,Food_Shortage_Per_Child,Remaining_Days_Covered,Emergency_Flag,Medical_Flag,High_Utility_Cost,Daily_Status
2012-02-17,25,96,25,78,16014,32362,-16348,0,None,0,0,None,None,0,Electricity,33139,7,Check food/donations,3.12,640.56,-653.92,2620.04,0.0,3.84,0,0,0,Critical
2017-11-10,23,92,23,55,28738,101005,-72267,0,None,0,0,Water Shortage,None,0,Gas,44479,9,Check food/donations,2.39,1249.48,-3142.04,6325.39,0.0,4.0,1,0,1,Warning
2013-09-10,30,96,30,58,19103,116568,-97465,0,None,0,0,None,None,0,Gas,39120,7,Check food/donations,1.93,636.77,-3248.83,5189.6,0.0,3.2,0,0,0,Critical
2014-04-27,68,87,68,73,52803,117187,-64384,0,None,0,0,Power Outage,None,0,Gas,16005,6,Check food/donations,1.07,776.51,-946.82,1958.71,0.0,1.28,1,0,0,Warning
2010-12-13,20,45,20,45,73041,115462,-42421,0,None,0,0,Water Shortage,Malaria,9976,Electricity,19568,10,Check food/donations,2.25,3652.05,-2121.05,7250.3,0.0,2.25,1,1,0,Warning
2016-05-04,98,78,98,11,61085,94318,-33233,20,Vegetables,20,45740,Fire,None,0,Gas,30798,10,Check food/donations,0.11,623.32,-339.11,1276.69,0.2,0.8,1,0,0,Warning
2014-04-06,79,50,79,6,22201,49976,-27775,29,Vegetables,29,65018,Water Shortage,Fever,11586,Internet,19033,9,Check food/donations,0.08,281.03,-351.58,1020.19,0.37,0.63,1,1,0,Warning
2013-08-31,57,68,57,45,18368,146163,-127795,0,None,0,0,None,None,0,Electricity,56057,4,Check food/donations,0.79,322.25,-2242.02,3547.72,0.0,1.19,0,0,1,Critical
2023-10-25,56,113,56,17,112699,91000,21699,0,None,0,0,None,None,0,Electricity,54610,10,Stable,0.3,2012.48,387.48,2600.18,0.0,2.02,0,0,1,Critical
2020-05-23,54,65,54,59,83947,45085,38862,0,None,0,0,None,Malaria,14297,Gas,30497,9,Stable,1.09,1554.57,719.67,1664.43,0.0,1.2,0,1,0,Warning
2018-07-13,98,27,98,27,70417,145053,-74636,71,Beans,71,136107,None,None,0,Electricity,21088,4,Check food/donations,0.28,718.54,-761.59,1695.32,0.72,0.28,0,0,0,Warning
2012-01-01,52,100,52,45,105996,35765,70231,0,None,0,0,None,None,0,Internet,58875,3,Stable,0.87,2038.38,1350.6,1820.0,0.0,1.92,0,0,1,Good
2010-01-23,54,86,54,40,159741,29958,129783,0,None,0,0,None,Fever,7088,Electricity,45312,10,Stable,0.74,2958.17,2403.39,1525.15,0.0,1.59,0,1,1,Warning
2019-04-07,87,95,87,68,136765,111277,25488,0,None,0,0,None,Flu,32299,Gas,56068,8,Stable,0.78,1572.01,292.97,2294.76,0.0,1.09,0,1,1,Warning
2014-07-24,85,46,85,7,39974,52157,-12183,39,Rice,39,84201,Power Outage,None,0,Gas,50729,10,Check food/donations,0.08,470.28,-143.33,1210.42,0.46,0.54,1,0,1,Warning
2013-06-25,84,42,84,42,182202,136279,45923,42,Rice,42,101682,Power Outage,None,0,Electricity,17449,10,Check food/donations,0.5,2169.07,546.7,1830.1,0.5,0.5,1,0,0,Warning
2019-11-26,61,38,61,34,164521,106350,58171,23,Rice,23,46437,Sickness,Malaria,3485,Internet,32500,7,Check food/donations,0.56,2697.07,953.62,2333.36,0.38,0.62,1,1,0,Warning
2011-12-17,24,92,24,50,118426,97491,20935,0,None,0,0,None,None,0,Water,49624,10,Stable,2.08,4934.42,872.29,6129.79,0.0,3.83,0,0,1,Critical
2018-06-16,20,86,20,50,183144,81073,102071,0,None,0,0,None,None,0,Gas,36844,6,Stable,2.5,9157.2,5103.55,5895.85,0.0,4.3,0,0,0,Good
2019-07-18,31,91,31,78,113760,61820,51940,0,None,0,0,None,Fever,15036,Electricity,25750,3,Stable,2.52,3669.68,1675.48,3309.87,0.0,2.94,0,1,0,Warning
2014-07-30,98,32,98,28,87297,31697,55600,66,Maize Flour,66,138204,Power Outage,None,0,Electricity,26261,4,Check food/donations,0.29,890.79,567.35,591.41,0.67,0.33,1,0,0,Warning
2017-10-11,44,41,44,41,47997,97485,-49488,3,Rice,3,5283,Water Shortage,None,0,Gas,26275,6,Check food/donations,0.93,1090.84,-1124.73,2812.73,0.07,0.93,1,0,0,Warning
2014-06-02,91,43,91,43,25599,96434,-70835,48,Maize Flour,48,100512,Water Shortage,None,0,Electricity,43052,4,Check food/donations,0.47,281.31,-778.41,1532.81,0.53,0.47,1,0,1,Warning
2013-01-17,62,51,62,51,55354,109384,-54030,11,Beans,11,26532,None,None,0,Water,54195,8,Check food/donations,0.82,892.81,-871.45,2638.37,0.18,0.82,0,0,1,Warning
2014-11-08,40,117,40,9,149686,114660,35026,0,None,0,0,None,Flu,8985,Gas,56350,3,Stable,0.23,3742.15,875.65,4499.88,0.0,2.92,0,1,1,Warning
2011-05-27,66,30,66,24,71720,74794,-3074,36,Maize Flour,36,81324,Fire,None,0,Electricity,48091,3,Check food/donations,0.36,1086.67,-46.58,1861.89,0.55,0.45,1,0,1,Warning
2012-06-25,29,73,29,46,76212,50173,26039,0,None,0,0,None,None,0,Gas,27664,5,Stable,1.59,2628.0,897.9,2684.03,0.0,2.52,0,0,0,Critical
2020-05-28,53,67,53,6,198084,35772,162312,0,None,0,0,None,Flu,10897,Internet,23633,9,Stable,0.11,3737.43,3062.49,1326.45,0.0,1.26,0,1,0,Warning
2022-05-18,92,112,92,21,55411,53721,1690,0,None,0,0,None,Diarrhea,16723,Gas,25764,9,Stable,0.23,602.29,18.37,1045.74,0.0,1.22,0,1,0,Warning
2023-01-31,50,5,50,5,146620,119929,26691,45,Rice,45,91710,None,None,0,Electricity,37688,9,Check food/donations,0.1,2932.4,533.82,3152.34,0.9,0.1,0,0,0,Warning
2015-09-10,71,45,71,45,106548,73048,33500,26,Rice,26,58214,None,None,0,Internet,36091,4,Check food/donations,0.63,1500.68,471.83,1537.17,0.37,0.63,0,0,0,Warning
2016-03-10,54,118,54,17,189549,47813,141736,0,None,0,0,None,Fever,25018,Internet,19868,9,Stable,0.31,3510.17,2624.74,1716.65,0.0,2.19,0,1,0,Warning
2013-09-21,34,114,34,32,186714,146873,39841,0,None,0,0,None,None,0,Internet,53301,3,Stable,0.94,5491.59,1171.79,5887.47,0.0,3.35,0,0,1,Good
2020-01-02,22,8,22,8,36681,124976,-88295,14,Beans,14,23926,None,None,0,Gas,27510,7,Check food/donations,0.36,1667.32,-4013.41,6931.18,0.64,0.36,0,0,0,Warning
2022-04-23,89,81,89,20,191410,126867,64543,8,Rice,8,13968,None,Fever,10090,Gas,25677,9,Check food/donations,0.22,2150.67,725.2,1827.35,0.09,0.91,0,1,0,Warning
2010-03-08,92,90,92,58,95046,79220,15826,2,Rice,2,4060,None,Malaria,7500,Gas,29357,10,Check food/donations,0.63,1033.11,172.02,1261.71,0.02,0.98,0,1,0,Warning
2012-10-11,27,98,27,7,44155,97925,-53770,0,None,0,0,None,None,0,Water,40616,7,Check food/donations,0.26,1635.37,-1991.48,5131.15,0.0,3.63,0,0,1,Critical
2023-07-24,48,16,48,16,28118,114393,-86275,32,Vegetables,32,53088,None,None,0,Internet,17410,8,Check food/donations,0.33,585.79,-1797.4,2745.9,0.67,0.33,0,0,0,Warning
2020-01-19,35,5,35,5,86403,130219,-43816,30,Rice,30,54960,Fire,None,0,Electricity,22380,7,Check food/donations,0.14,2468.66,-1251.89,4359.97,0.86,0.14,1,0,0,Warning
2017-03-31,69,67,69,67,4521,41877,-37356,2,Maize Flour,2,4686,None,Malaria,10503,Electricity,23512,3,Check food/donations,0.97,65.52,-541.39,1099.88,0.03,0.97,0,1,0,Warning
2012-03-14,46,27,46,27,58647,22304,36343,19,Beans,19,41211,Water Shortage,None,0,Electricity,18203,10,Check food/donations,0.59,1274.93,790.07,880.59,0.41,0.59,1,0,0,Warning
2021-09-28,61,101,61,13,33055,101322,-68267,0,None,0,0,None,None,0,Water,50167,9,Check food/donations,0.21,541.89,-1119.13,2483.43,0.0,1.66,0,0,1,Critical
2017-01-27,35,80,35,43,17814,75255,-57441,0,None,0,0,Fire,None,0,Internet,57705,7,Check food/donations,1.23,508.97,-1641.17,3798.86,0.0,2.29,1,0,1,Warning
2023-06-16,49,114,49,56,114545,17836,96709,0,None,0,0,None,None,0,Gas,18708,9,Stable,1.14,2337.65,1973.65,745.8,0.0,2.33,0,0,0,Good
2023-01-10,58,42,58,42,1069,64286,-63217,16,Maize Flour,16,27888,Power Outage,Fever,29565,Electricity,56483,7,Check food/donations,0.72,18.43,-1089.95,2591.97,0.28,0.72,1,1,1,Warning
2023-06-23,90,33,90,33,139444,81777,57667,57,Beans,57,96102,None,None,0,Water,34280,8,Check food/donations,0.37,1549.38,640.74,1289.52,0.63,0.37,0,0,0,Warning
2017-08-08,72,112,72,68,189231,139041,50190,0,None,0,0,None,None,0,Gas,35346,9,Stable,0.94,2628.21,697.08,2422.04,0.0,1.56,0,0,0,Good
2010-02-25,75,65,75,49,33686,117555,-83869,10,Rice,10,15150,Water Shortage,None,0,Gas,43038,6,Check food/donations,0.65,449.15,-1118.25,2141.24,0.13,0.87,1,0,1,Warning
2014-03-22,91,79,91,53,70414,90297,-19883,12,Beans,12,26340,None,None,0,Gas,24003,5,Check food/donations,0.58,773.78,-218.49,1256.04,0.13,0.87,0,0,0,Warning
2018-06-08,84,44,84,44,116502,43413,73089,40,Maize Flour,40,80080,Water Shortage,None,0,Gas,35318,4,Check food/donations,0.52,1386.93,870.11,937.27,0.48,0.52,1,0,0,Warning
2013-10-17,62,105,62,71,153656,24564,129092,0,None,0,0,None,Fever,16660,Internet,44837,7,Stable,1.15,2478.32,2082.13,1388.08,0.0,1.69,0,1,1,Warning
2017-06-10,44,65,44,15,79812,94737,-14925,0,None,0,0,None,None,0,Internet,42382,3,Check food/donations,0.34,1813.91,-339.2,3116.34,0.0,1.48,0,0,1,Critical
2012-03-29,47,78,47,25,193042,24658,168384,0,None,0,0,None,Malaria,6302,Water,45392,9,Stable,0.53,4107.28,3582.64,1624.51,0.0,1.66,0,1,1,Warning
2023-04-21,55,120,55,53,76246,72487,3759,0,None,0,0,None,None,0,Internet,51992,4,Stable,0.96,1386.29,68.35,2263.25,0.0,2.18,0,0,1,Critical
2013-10-22,75,81,75,44,192808,87825,104983,0,None,0,0,None,Malaria,30705,Gas,25580,5,Stable,0.59,2570.77,1399.77,1921.47,0.0,1.08,0,1,0,Warning
2010-04-03,100,77,100,13,27978,127291,-99313,23,Vegetables,23,36616,None,Flu,6125,Electricity,46904,6,Check food/donations,0.13,279.78,-993.13,1803.2,0.23,0.77,0,1,1,Warning
2020-11-15,96,27,96,7,182689,113271,69418,69,Maize Flour,69,146832,Sickness,Fever,13810,Water,57866,7,Check food/donations,0.07,1903.01,723.1,1926.53,0.72,0.28,1,1,1,Warning
2010-05-19,53,91,53,63,101352,86876,14476,0,None,0,0,None,None,0,Internet,17863,9,Stable,1.19,1912.3,273.13,1976.21,0.0,1.72,0,0,0,Critical
2014-07-10,72,79,72,59,122182,74825,47357,0,None,0,0,None,None,0,Gas,46347,5,Stable,0.82,1696.97,657.74,1682.94,0.0,1.1,0,0,1,Good
2022-12-20,21,71,21,71,110006,77818,32188,0,None,0,0,None,None,0,Gas,54238,6,Stable,3.38,5238.38,1532.76,6288.38,0.0,3.38,0,0,1,Good
2024-08-30,74,72,74,45,128236,129623,-1387,2,Rice,2,3574,Water Shortage,None,0,Electricity,19529,8,Check food/donations,0.61,1732.92,-18.74,2015.57,0.03,0.97,1,0,0,Warning
2011-03-28,22,6,22,6,53284,36525,16759,16,Vegetables,16,33808,Water Shortage,None,0,Water,51089,7,Check food/donations,0.27,2422.0,761.77,3982.45,0.73,0.27,1,0,1,Warning
2022-07-11,38,118,38,58,188219,49838,138381,0,None,0,0,None,None,0,Electricity,22388,4,Stable,1.53,4953.13,3641.61,1900.68,0.0,3.11,0,0,0,Good
2016-02-27,49,35,49,35,4867,27595,-22728,14,Maize Flour,14,21056,Water Shortage,Fever,9883,Gas,51683,10,Check food/donations,0.71,99.33,-463.84,1819.61,0.29,0.71,1,1,1,Warning
2020-09-01,44,28,44,28,83881,117550,-33669,16,Beans,16,24608,None,None,0,Internet,42279,9,Check food/donations,0.64,1906.39,-765.2,3632.48,0.36,0.64,0,0,1,Warning
2013-03-28,45,31,45,31,17676,62794,-45118,14,Beans,14,30576,Water Shortage,None,0,Gas,25378,3,Check food/donations,0.69,392.8,-1002.62,1959.38,0.31,0.69,1,0,0,Warning
2021-03-15,56,118,56,17,30343,86375,-56032,0,None,0,0,Fire,None,0,Water,22071,10,Check food/donations,0.3,541.84,-1000.57,1936.54,0.0,2.11,1,0,0,Warning
2012-10-09,41,53,41,6,51618,92104,-40486,0,None,0,0,None,None,0,Internet,35288,7,Check food/donations,0.15,1258.98,-987.46,3107.12,0.0,1.29,0,0,0,Critical
2016-11-16,74,107,74,57,92619,25907,66712,0,None,0,0,None,None,0,Gas,31128,3,Stable,0.77,1251.61,901.51,770.74,0.0,1.45,0,0,0,Good
2020-05-05,100,15,100,15,181266,35429,145837,85,Rice,85,188020,Water Shortage,Malaria,30848,Electricity,57448,7,Check food/donations,0.15,1812.66,1458.37,1237.25,0.85,0.15,1,1,1,Warning
2010-05-17,67,82,67,49,55545,76667,-21122,0,None,0,0,Water Shortage,None,0,Electricity,24005,10,Check food/donations,0.73,829.03,-315.25,1502.57,0.0,1.22,1,0,0,Warning
2010-12-04,57,79,57,9,178051,130182,47869,0,None,0,0,None,None,0,Internet,38837,7,Stable,0.16,3123.7,839.81,2965.25,0.0,1.39,0,0,0,Good
2012-08-21,48,14,48,6,47919,59449,-11530,34,Maize Flour,34,61880,Power Outage,None,0,Electricity,19705,4,Check food/donations,0.12,998.31,-240.21,1649.04,0.71,0.29,1,0,0,Warning
2012-10-14,44,28,44,10,36468,54485,-18017,16,Beans,16,26176,None,None,0,Water,46207,9,Check food/donations,0.23,828.82,-409.48,2288.45,0.36,0.64,0,0,1,Warning
2013-09-10,81,105,81,50,97520,139365,-41845,0,None,0,0,Power Outage,None,0,Electricity,20136,8,Check food/donations,0.62,1203.95,-516.6,1969.15,0.0,1.3,1,0,0,Warning
2011-09-25,98,83,98,55,77109,15456,61653,15,Rice,15,26025,None,None,0,Electricity,17733,4,Check food/donations,0.56,786.83,629.11,338.66,0.15,0.85,0,0,0,Warning
2017-09-28,82,70,82,24,32546,140566,-108020,12,Beans,12,27300,Power Outage,None,0,Electricity,46692,10,Check food/donations,0.29,396.9,-1317.32,2283.63,0.15,0.85,1,0,1,Warning
2021-12-14,53,106,53,26,129104,149162,-20058,0,None,0,0,Power Outage,Diarrhea,26987,Internet,25519,10,Check food/donations,0.49,2435.92,-378.45,3805.06,0.0,2.0,1,1,0,Warning
2016-03-19,75,31,75,14,86718,124624,-37906,44,Maize Flour,44,85448,Sickness,None,0,Gas,55934,8,Check food/donations,0.19,1156.24,-505.41,2407.44,0.59,0.41,1,0,1,Warning
2013-11-30,47,78,47,36,76388,60352,16036,0,None,0,0,None,None,0,Water,56277,4,Stable,0.77,1625.28,341.19,2481.47,0.0,1.66,0,0,1,Critical
2018-08-08,80,37,80,37,120572,125114,-4542,43,Rice,43,66263,Fire,Fever,21333,Gas,53850,8,Check food/donations,0.46,1507.15,-56.77,2503.71,0.54,0.46,1,1,1,Warning
2012-12-22,60,18,60,18,115204,137896,-22692,42,Maize Flour,42,81522,None,Malaria,16459,Gas,15132,3,Check food/donations,0.3,1920.07,-378.2,2824.78,0.7,0.3,0,1,0,Warning
2016-08-05,45,106,45,26,45398,16945,28453,0,None,0,0,None,None,0,Electricity,43291,10,Stable,0.58,1008.84,632.29,1338.58,0.0,2.36,0,0,1,Critical
2023-07-16,69,117,69,20,17872,75708,-57836,0,None,0,0,None,None,0,Gas,21909,8,Check food/donations,0.29,259.01,-838.2,1414.74,0.0,1.7,0,0,0,Critical
2021-07-02,46,60,46,11,107411,128558,-21147,0,None,0,0,Fire,None,0,Internet,24803,5,Check food/donations,0.24,2335.02,-459.72,3333.93,0.0,1.3,1,0,0,Warning
2021-01-13,64,88,64,70,5902,110142,-104240,0,None,0,0,None,None,0,Internet,41387,10,Check food/donations,1.09,92.22,-1628.75,2367.64,0.0,1.38,0,0,1,Critical
2017-04-28,85,29,85,29,182656,124461,58195,56,Beans,56,94528,Water Shortage,Diarrhea,15455,Gas,18558,9,Check food/donations,0.34,2148.89,684.65,1864.4,0.66,0.34,1,1,0,Warning
2023-12-09,60,33,60,33,28176,104069,-75893,27,Maize Flour,27,42147,None,None,0,Water,53989,8,Check food/donations,0.55,469.6,-1264.88,2634.3,0.45,0.55,0,0,1,Warning
2017-03-18,84,52,84,52,101259,137063,-35804,32,Maize Flour,32,53184,Sickness,None,0,Water,53660,6,Check food/donations,0.62,1205.46,-426.24,2270.51,0.38,0.62,1,0,1,Warning
2013-12-17,61,62,61,40,80094,63844,16250,0,None,0,0,None,None,0,Water,21760,9,Stable,0.66,1313.02,266.39,1403.34,0.0,1.02,0,0,0,Critical
2016-04-26,95,106,95,61,135864,132904,2960,0,None,0,0,None,None,0,Internet,33670,7,Stable,0.64,1430.15,31.16,1753.41,0.0,1.12,0,0,0,Critical
2020-04-29,79,112,79,36,160723,114413,46310,0,None,0,0,None,Flu,22874,Water,34597,9,Stable,0.46,2034.47,586.2,2175.75,0.0,1.42,0,1,0,Warning
2019-11-20,76,111,76,46,196057,28150,167907,0,None,0,0,None,None,0,Water,20900,4,Stable,0.61,2579.7,2209.3,645.39,0.0,1.46,0,0,0,Good
2015-05-11,99,56,99,56,195308,85367,109941,43,Beans,43,106081,Water Shortage,Malaria,9925,Internet,50344,5,Check food/donations,0.57,1972.81,1110.52,1471.07,0.43,0.57,1,1,1,Warning
2017-03-30,83,102,83,74,128538,110697,17841,0,None,0,0,None,Flu,5871,Electricity,18690,5,Stable,0.89,1548.65,214.95,1629.61,0.0,1.23,0,1,0,Warning
2012-07-13,51,64,51,28,122094,140651,-18557,0,None,0,0,None,None,0,Gas,54631,7,Check food/donations,0.55,2394.0,-363.86,3829.06,0.0,1.25,0,0,1,Critical
2018-01-27,47,89,47,54,85402,145176,-59774,0,None,0,0,None,None,0,Electricity,38191,4,Check food/donations,1.15,1817.06,-1271.79,3901.43,0.0,1.89,0,0,0,Critical
2019-03-07,60,46,60,46,131101,82335,48766,14,Maize Flour,14,25564,None,None,0,Internet,59027,6,Check food/donations,0.77,2185.02,812.77,2356.03,0.23,0.77,0,0,1,Warning
2021-06-19,97,27,97,21,70803,66823,3980,70,Vegetables,70,132440,Water Shortage,None,0,Electricity,43738,10,Check food/donations,0.22,729.93,41.03,1139.8,0.72,0.28,1,0,1,Warning
2013-02-02,42,79,42,11,19102,47107,-28005,0,None,0,0,None,Fever,33898,Internet,48660,3,Check food/donations,0.26,454.81,-666.79,3087.26,0.0,1.88,0,1,1,Warning
2011-05-31,33,68,33,49,168753,117107,51646,0,None,0,0,None,Malaria,9670,Gas,42303,7,Stable,1.48,5113.73,1565.03,5123.64,0.0,2.06,0,1,1,Warning
2013-11-06,94,104,94,74,79502,92019,-12517,0,None,0,0,Water Shortage,Malaria,18759,Internet,19838,5,Check food/donations,0.79,845.77,-133.16,1389.53,0.0,1.11,1,1,0,Warning
2017-03-20,78,114,78,15,67101,147534,-80433,0,None,0,0,None,Malaria,8621,Electricity,44732,7,Check food/donations,0.19,860.27,-1031.19,2575.47,0.0,1.46,0,1,1,Warning
2021-07-09,26,104,26,58,199199,30814,168385,0,None,0,0,None,None,0,Electricity,45551,8,Stable,2.23,7661.5,6476.35,2937.12,0.0,4.0,0,0,1,Good
2017-01-11,41,23,41,16,107829,138505,-30676,18,Beans,18,41040,Fire,None,0,Electricity,50224,10,Check food/donations,0.39,2629.98,-748.2,4603.15,0.44,0.56,1,0,1,Warning
2022-11-22,66,41,66,41,172275,133186,39089,25,Beans,25,45350,Water Shortage,None,0,Internet,43236,9,Check food/donations,0.62,2610.23,592.26,2673.06,0.38,0.62,1,0,1,Warning
2020-10-08,36,100,36,57,61572,53019,8553,0,None,0,0,Water Shortage,None,0,Electricity,32821,7,Stable,1.58,1710.33,237.58,2384.44,0.0,2.78,1,0,0,Warning
2024-01-26,65,38,65,38,184720,66828,117892,27,Vegetables,27,58536,Power Outage,None,0,Gas,17102,10,Check food/donations,0.58,2841.85,1813.72,1291.23,0.42,0.58,1,0,0,Warning
2016-10-11,47,65,47,6,110,68894,-68784,0,None,0,0,None,None,0,Internet,38225,5,Check food/donations,0.13,2.34,-1463.49,2279.13,0.0,1.38,0,0,0,Critical
2017-04-08,20,40,20,31,168905,74884,94021,0,None,0,0,None,None,0,Internet,21670,10,Stable,1.55,8445.25,4701.05,4827.7,0.0,2.0,0,0,0,Good
2022-03-01,55,62,55,62,31071,133006,-101935,0,None,0,0,Sickness,Diarrhea,14887,Gas,59580,6,Check food/donations,1.13,564.93,-1853.36,3772.24,0.0,1.13,1,1,1,Warning
2020-08-20,22,71,22,19,136489,38143,98346,0,None,0,0,None,None,0,Electricity,40705,7,Stable,0.86,6204.05,4470.27,3584.0,0.0,3.23,0,0,1,Good
2011-05-13,41,36,41,5,16650,69636,-52986,5,Beans,5,8945,None,None,0,Internet,57387,10,Check food/donations,0.12,406.1,-1292.34,3098.12,0.12,0.88,0,0,1,Critical
2024-07-28,97,55,97,29,70213,57652,12561,42,Vegetables,42,85764,Power Outage,Malaria,3485,Gas,54016,9,Check food/donations,0.3,723.85,129.49,1187.14,0.43,0.57,1,1,1,Warning
2017-10-02,39,20,39,20,159305,94723,64582,19,Maize Flour,19,44042,Water Shortage,None,0,Water,25289,6,Check food/donations,0.51,4084.74,1655.95,3077.23,0.49,0.51,1,0,0,Warning
2010-10-08,49,13,49,13,180718,110334,70384,36,Maize Flour,36,56196,None,None,0,Electricity,55344,7,Check food/donations,0.27,3688.12,1436.41,3381.18,0.73,0.27,0,0,1,Warning
2013-01-30,86,38,86,6,179798,100640,79158,48,Rice,48,86352,None,None,0,Electricity,15600,9,Check food/donations,0.07,2090.67,920.44,1351.63,0.56,0.44,0,0,0,Warning
2012-09-03,31,32,31,8,18442,25041,-6599,0,None,0,0,Power Outage,None,0,Electricity,56359,4,Check food/donations,0.26,594.9,-212.87,2625.81,0.0,1.03,1,0,1,Warning
2013-08-26,32,45,32,33,157619,55285,102334,0,None,0,0,None,None,0,Internet,58974,7,Stable,1.03,4925.59,3197.94,3570.59,0.0,1.41,0,0,1,Good
2013-07-09,25,31,25,19,91357,103553,-12196,0,None,0,0,None,Malaria,22231,Gas,38652,4,Check food/donations,0.76,3654.28,-487.84,6577.44,0.0,1.24,0,1,0,Warning
2017-12-27,38,102,38,44,68238,28648,39590,0,None,0,0,None,None,0,Gas,43614,6,Stable,1.16,1795.74,1041.84,1901.63,0.0,2.68,0,0,1,Good
2018-08-25,39,66,39,44,139162,51275,87887,0,None,0,0,None,None,0,Electricity,15971,9,Stable,1.13,3568.26,2253.51,1724.26,0.0,1.69,0,0,0,Good
2021-06-15,96,38,96,38,93034,33430,59604,58,Beans,58,102080,None,None,0,Gas,53992,6,Check food/donations,0.4,969.1,620.88,910.65,0.6,0.4,0,0,1,Warning
2017-01-05,39,50,39,17,172911,58674,114237,0,None,0,0,None,None,0,Internet,55617,9,Stable,0.44,4433.62,2929.15,2930.54,0.0,1.28,0,0,1,Good
2015-03-13,22,96,22,35,176352,134910,41442,0,None,0,0,None,None,0,Electricity,35050,4,Stable,1.59,8016.0,1883.73,7725.45,0.0,4.36,0,0,0,Good
2021-01-01,50,112,50,74,19307,114475,-95168,0,None,0,0,None,None,0,Internet,59991,5,Check food/donations,1.48,386.14,-1903.36,3489.32,0.0,2.24,0,0,1,Critical
2010-06-09,71,71,71,50,133159,114633,18526,0,None,0,0,None,None,0,Gas,31849,6,Stable,0.7,1875.48,260.93,2063.13,0.0,1.0,0,0,0,Critical
2021-05-19,37,109,37,16,148501,84792,63709,0,None,0,0,None,None,0,Electricity,40738,5,Stable,0.43,4013.54,1721.86,3392.7,0.0,2.95,0,0,1,Good
2017-01-28,34,88,34,33,197593,61788,135805,0,None,0,0,None,None,0,Water,58784,4,Stable,0.97,5811.56,3994.26,3546.24,0.0,2.59,0,0,1,Good
2020-12-13,21,40,21,40,84301,15090,69211,0,None,0,0,None,None,0,Internet,57212,9,Stable,1.9,4014.33,3295.76,3442.95,0.0,1.9,0,0,1,Good
2013-11-28,66,101,66,10,87857,89509,-1652,0,None,0,0,None,Flu,7453,Internet,21315,3,Check food/donations,0.15,1331.17,-25.03,1792.08,0.0,1.53,0,1,0,Warning
2014-07-16,42,68,42,30,144865,101547,43318,0,None,0,0,None,None,0,Internet,42782,7,Stable,0.71,3449.17,1031.38,3436.4,0.0,1.62,0,0,1,Good
2016-10-09,54,44,54,44,166194,83690,82504,10,Vegetables,10,18980,None,None,0,Water,22103,8,Check food/donations,0.81,3077.67,1527.85,1959.13,0.19,0.81,0,0,0,Warning
2014-12-27,100,110,100,30,182574,87515,95059,0,None,0,0,None,None,0,Water,46329,3,Stable,0.3,1825.74,950.59,1338.44,0.0,1.1,0,0,1,Good
2012-01-08,66,70,66,44,88485,148716,-60231,0,None,0,0,Power Outage,None,0,Water,42929,5,Check food/donations,0.67,1340.68,-912.59,2903.71,0.0,1.06,1,0,1,Warning
2016-07-27,58,46,58,46,88583,82276,6307,12,Vegetables,12,20544,Fire,None,0,Gas,56130,10,Check food/donations,0.79,1527.29,108.74,2386.31,0.21,0.79,1,0,1,Warning
2010-10-12,68,68,68,13,124345,23135,101210,0,None,0,0,None,None,0,Internet,18159,6,Stable,0.19,1828.6,1488.38,607.26,0.0,1.0,0,0,0,Good
2024-03-28,41,66,41,16,171659,94674,76985,0,None,0,0,None,None,0,Gas,49204,10,Stable,0.39,4186.8,1877.68,3509.22,0.0,1.61,0,0,1,Good
2016-04-03,49,45,49,45,187123,88569,98554,4,Rice,4,9944,None,None,0,Internet,24719,7,Check food/donations,0.92,3818.84,2011.31,2312.0,0.08,0.92,0,0,0,Critical
2011-12-12,40,14,40,14,134711,58014,76697,26,Beans,26,58812,None,None,0,Water,31519,5,Check food/donations,0.35,3367.78,1917.42,2238.32,0.65,0.35,0,0,0,Warning
2016-07-23,48,100,48,6,160499,87323,73176,0,None,0,0,None,None,0,Water,37099,5,Stable,0.12,3343.73,1524.5,2592.12,0.0,2.08,0,0,0,Good
2010-10-21,23,69,23,15,198549,62484,136065,0,None,0,0,None,None,0,Gas,27379,10,Stable,0.65,8632.57,5915.87,3907.09,0.0,3.0,0,0,0,Good
2023-06-05,47,35,47,35,83246,75990,7256,12,Maize Flour,12,28416,Water Shortage,None,0,Electricity,19940,7,Check food/donations,0.74,1771.19,154.38,2041.06,0.26,0.74,1,0,0,Warning
2023-10-06,83,38,83,8,195238,117566,77672,45,Beans,45,106155,None,Fever,14972,Water,50159,3,Check food/donations,0.1,2352.27,935.81,2201.17,0.54,0.46,0,1,1,Warning
2018-02-10,40,14,40,14,133758,92346,41412,26,Rice,26,62868,Water Shortage,None,0,Internet,38038,4,Check food/donations,0.35,3343.95,1035.3,3259.6,0.65,0.35,1,0,0,Warning
2022-04-04,87,112,87,45,101963,69959,32004,0,None,0,0,None,None,0,Water,54548,9,Stable,0.52,1171.99,367.86,1431.11,0.0,1.29,0,0,1,Good
